TITULO-ARTIGO;ANO-ARTIGO;NOME-PESQUISADOR;CITACAO-PESQUISADOR;NOME-COLABORADOR;CITACAO-COLABORADOR
Diagnóstico de gangrena gasosa causada por Clostridium novyi tipo A pelo teste de imunofluorescência direta (IFD).;2002;Thiago Moreira dos Santos;SANTOS, T. M.;Francisco Carlos Faria Lobato;LOBATO, F. C. F.
Diagnóstico de gangrena gasosa causada por Clostridium novyi tipo A pelo teste de imunofluorescência direta (IFD).;2002;Thiago Moreira dos Santos;SANTOS, T. M.;Ronnie Antunes de Assis;ASSIS, R. A.
Diagnóstico de gangrena gasosa causada por Clostridium novyi tipo A pelo teste de imunofluorescência direta (IFD).;2002;Thiago Moreira dos Santos;SANTOS, T. M.;Liliane Dane Dias;DIAS, L. D.
Diagnóstico de gangrena gasosa causada por Clostridium novyi tipo A pelo teste de imunofluorescência direta (IFD).;2002;Thiago Moreira dos Santos;SANTOS, T. M.;Flávia Ferreira Pinto;PINTO, F. F.
Diagnóstico de gangrena gasosa causada por Clostridium novyi tipo A pelo teste de imunofluorescência direta (IFD).;2002;Thiago Moreira dos Santos;SANTOS, T. M.;Augusto Vinicius Arruda Carvalho;CARVALHO, A. V. A.
Diagnóstico de gangrena gasosa causada por Clostridium novyi tipo A pelo teste de imunofluorescência direta (IFD).;2002;Thiago Moreira dos Santos;SANTOS, T. M.;Nelson Eder Martins;MARTINS, N. E.
Diagnóstico de gangrena gasosa causada por Clostridium novyi tipo A pelo teste de imunofluorescência direta (IFD).;2002;Thiago Moreira dos Santos;SANTOS, T. M.;Thiago Moreira dos Santos;SANTOS, T. M.
Utilização da técnica de imunohistoquímica para detecção de Clostridium sordellii e Clostridium novyi em tecidos fixados em formol.;2002;Thiago Moreira dos Santos;SANTOS, T. M.;Francisco Carlos Faria Lobato;LOBATO, F. C. F.
Utilização da técnica de imunohistoquímica para detecção de Clostridium sordellii e Clostridium novyi em tecidos fixados em formol.;2002;Thiago Moreira dos Santos;SANTOS, T. M.;Ronnie Antunes de Assis;ASSIS, R. A.
Utilização da técnica de imunohistoquímica para detecção de Clostridium sordellii e Clostridium novyi em tecidos fixados em formol.;2002;Thiago Moreira dos Santos;SANTOS, T. M.;Liliane Dane Dias;DIAS, L. D.
Utilização da técnica de imunohistoquímica para detecção de Clostridium sordellii e Clostridium novyi em tecidos fixados em formol.;2002;Thiago Moreira dos Santos;SANTOS, T. M.;Flávia Ferreira Pinto;PINTO, F. F.
Utilização da técnica de imunohistoquímica para detecção de Clostridium sordellii e Clostridium novyi em tecidos fixados em formol.;2002;Thiago Moreira dos Santos;SANTOS, T. M.;Paulo Henrique Reis Pereira;PEREIRA, P. H. R.
Utilização da técnica de imunohistoquímica para detecção de Clostridium sordellii e Clostridium novyi em tecidos fixados em formol.;2002;Thiago Moreira dos Santos;SANTOS, T. M.;Augusto Vinicius Arruda Carvalho;CARVALHO, A. V. A.
Utilização da técnica de imunohistoquímica para detecção de Clostridium sordellii e Clostridium novyi em tecidos fixados em formol.;2002;Thiago Moreira dos Santos;SANTOS, T. M.;Nelson Eder Martins;MARTINS, N. E.
Utilização da técnica de imunohistoquímica para detecção de Clostridium sordellii e Clostridium novyi em tecidos fixados em formol.;2002;Thiago Moreira dos Santos;SANTOS, T. M.;Thiago Moreira dos Santos;SANTOS, T. M.
Detecção de Clostridium chauvoei, Clostridium septicum e Clostridium sordellii por imunofluorescência direta (IFD) em tecidos parafinizados.;2002;Thiago Moreira dos Santos;SANTOS, T. M.;Francisco Carlos Faria Lobato;LOBATO, F. C. F.
Detecção de Clostridium chauvoei, Clostridium septicum e Clostridium sordellii por imunofluorescência direta (IFD) em tecidos parafinizados.;2002;Thiago Moreira dos Santos;SANTOS, T. M.;Ronnie Antunes de Assis;ASSIS, R. A.
Detecção de Clostridium chauvoei, Clostridium septicum e Clostridium sordellii por imunofluorescência direta (IFD) em tecidos parafinizados.;2002;Thiago Moreira dos Santos;SANTOS, T. M.;Liliane Dane Dias;DIAS, L. D.
Detecção de Clostridium chauvoei, Clostridium septicum e Clostridium sordellii por imunofluorescência direta (IFD) em tecidos parafinizados.;2002;Thiago Moreira dos Santos;SANTOS, T. M.;Flávia Ferreira Pinto;PINTO, F. F.
Detecção de Clostridium chauvoei, Clostridium septicum e Clostridium sordellii por imunofluorescência direta (IFD) em tecidos parafinizados.;2002;Thiago Moreira dos Santos;SANTOS, T. M.;Paulo Henrique Reis Pereira;PEREIRA, P. H. R.
Detecção de Clostridium chauvoei, Clostridium septicum e Clostridium sordellii por imunofluorescência direta (IFD) em tecidos parafinizados.;2002;Thiago Moreira dos Santos;SANTOS, T. M.;Augusto Vinicius Arruda Carvalho;CARVALHO, A. V. A.
Detecção de Clostridium chauvoei, Clostridium septicum e Clostridium sordellii por imunofluorescência direta (IFD) em tecidos parafinizados.;2002;Thiago Moreira dos Santos;SANTOS, T. M.;Nelson Eder Martins;MARTINS, N. E.
Detecção de Clostridium chauvoei, Clostridium septicum e Clostridium sordellii por imunofluorescência direta (IFD) em tecidos parafinizados.;2002;Thiago Moreira dos Santos;SANTOS, T. M.;Thiago Moreira dos Santos;SANTOS, T. M.
Imunofluorescência direta (IFD) para identificação de Clostridium sordellii.;2002;Thiago Moreira dos Santos;SANTOS, T. M.;Paulo Henrique Reis Pereira;PEREIRA, P. H. R.
Imunofluorescência direta (IFD) para identificação de Clostridium sordellii.;2002;Thiago Moreira dos Santos;SANTOS, T. M.;Francisco Carlos Faria Lobato;LOBATO, F. C. F.
Imunofluorescência direta (IFD) para identificação de Clostridium sordellii.;2002;Thiago Moreira dos Santos;SANTOS, T. M.;Ronnie Antunes de Assis;ASSIS, R. A.
Imunofluorescência direta (IFD) para identificação de Clostridium sordellii.;2002;Thiago Moreira dos Santos;SANTOS, T. M.;Liliane Dane Dias;DIAS, L. D.
Imunofluorescência direta (IFD) para identificação de Clostridium sordellii.;2002;Thiago Moreira dos Santos;SANTOS, T. M.;Flávia Ferreira Pinto;PINTO, F. F.
Imunofluorescência direta (IFD) para identificação de Clostridium sordellii.;2002;Thiago Moreira dos Santos;SANTOS, T. M.;Augusto Vinicius Arruda Carvalho;CARVALHO, A. V. A.
Imunofluorescência direta (IFD) para identificação de Clostridium sordellii.;2002;Thiago Moreira dos Santos;SANTOS, T. M.;Nelson Eder Martins;MARTINS, N. E.
Imunofluorescência direta (IFD) para identificação de Clostridium sordellii.;2002;Thiago Moreira dos Santos;SANTOS, T. M.;Fabiano Alexandre dos Santos;SANTOS, F. A.
Imunofluorescência direta (IFD) para identificação de Clostridium sordellii.;2002;Thiago Moreira dos Santos;SANTOS, T. M.;Milton Formiga Souza Junior;SOUZA JUNIOR, M. F.
Imunofluorescência direta (IFD) para identificação de Clostridium sordellii.;2002;Thiago Moreira dos Santos;SANTOS, T. M.;Thiago Moreira dos Santos;SANTOS, T. M.
Prébiótico e Imunidade: IgG específica para o vírus da doença de newcastle em frangos de corte em dieta com lactose;2002;Thiago Moreira dos Santos;SANTOS, T. M.;Nelson Rodrigo da Silva Martins;MARTINS, Nelson Rodrigo da Silva
Prébiótico e Imunidade: IgG específica para o vírus da doença de newcastle em frangos de corte em dieta com lactose;2002;Thiago Moreira dos Santos;SANTOS, T. M.;Maria Rachel Fonseca de Matos;MATOS, Maria Rachel Fonseca de
Prébiótico e Imunidade: IgG específica para o vírus da doença de newcastle em frangos de corte em dieta com lactose;2002;Thiago Moreira dos Santos;SANTOS, T. M.;Douglas Teixeira Moraes;MORAES, Douglas Teixeira
Prébiótico e Imunidade: IgG específica para o vírus da doença de newcastle em frangos de corte em dieta com lactose;2002;Thiago Moreira dos Santos;SANTOS, T. M.;Guilherme Moreira de Souza;SOUZA, Guilherme Moreira de
Prébiótico e Imunidade: IgG específica para o vírus da doença de newcastle em frangos de corte em dieta com lactose;2002;Thiago Moreira dos Santos;SANTOS, T. M.;Max Augusto Jorge;JORGE, Max Augusto
Prébiótico e Imunidade: IgG específica para o vírus da doença de newcastle em frangos de corte em dieta com lactose;2002;Thiago Moreira dos Santos;SANTOS, T. M.;José Sérgio Resende;RESENDE, José Sérgio
Prébiótico e Imunidade: IgG específica para o vírus da doença de newcastle em frangos de corte em dieta com lactose;2002;Thiago Moreira dos Santos;SANTOS, T. M.;Thiago Moreira dos Santos;SANTOS, T. M.
Utilização da técnica de Imunohistoquímica para detecção de Clostridium sordelli e Clostridium novyi em tecidos fixados em formol e incluídos em parafina.;2002;Thiago Moreira dos Santos;SANTOS, T. M.;Francisco Carlos Faria Lobato;LOBATO, F. C. F.
Utilização da técnica de Imunohistoquímica para detecção de Clostridium sordelli e Clostridium novyi em tecidos fixados em formol e incluídos em parafina.;2002;Thiago Moreira dos Santos;SANTOS, T. M.;Ronnie Antunes de Assis;ASSIS, R. A.
Utilização da técnica de Imunohistoquímica para detecção de Clostridium sordelli e Clostridium novyi em tecidos fixados em formol e incluídos em parafina.;2002;Thiago Moreira dos Santos;SANTOS, T. M.;Liliane Dane Dias;DIAS, L. D.
Utilização da técnica de Imunohistoquímica para detecção de Clostridium sordelli e Clostridium novyi em tecidos fixados em formol e incluídos em parafina.;2002;Thiago Moreira dos Santos;SANTOS, T. M.;Flávia Ferreira Pinto;PINTO, F. F.
Utilização da técnica de Imunohistoquímica para detecção de Clostridium sordelli e Clostridium novyi em tecidos fixados em formol e incluídos em parafina.;2002;Thiago Moreira dos Santos;SANTOS, T. M.;Paulo Henrique Reis Pereira;PEREIRA, P. H. R.
Utilização da técnica de Imunohistoquímica para detecção de Clostridium sordelli e Clostridium novyi em tecidos fixados em formol e incluídos em parafina.;2002;Thiago Moreira dos Santos;SANTOS, T. M.;Augusto Vinicius Arruda Carvalho;CARVALHO, A. V. A.
Utilização da técnica de Imunohistoquímica para detecção de Clostridium sordelli e Clostridium novyi em tecidos fixados em formol e incluídos em parafina.;2002;Thiago Moreira dos Santos;SANTOS, T. M.;Nelson Éder Martins;MARTINS, N. É.
Utilização da técnica de Imunohistoquímica para detecção de Clostridium sordelli e Clostridium novyi em tecidos fixados em formol e incluídos em parafina.;2002;Thiago Moreira dos Santos;SANTOS, T. M.;Thiago Moreira dos Santos;SANTOS, T. M.
IgG Específica para o vírus da doença de NewCastle por ELISA com Anticorpos Monoclonais Anti-IgG em lotes de frangos de corte suplementados com Lactose.;2002;Thiago Moreira dos Santos;SANTOS, T. M.;Maria Rachel Fonseca de Matos;MATOS, Maria Rachel Fonseca de
IgG Específica para o vírus da doença de NewCastle por ELISA com Anticorpos Monoclonais Anti-IgG em lotes de frangos de corte suplementados com Lactose.;2002;Thiago Moreira dos Santos;SANTOS, T. M.;José Sérgio Resende;RESENDE, José Sérgio
IgG Específica para o vírus da doença de NewCastle por ELISA com Anticorpos Monoclonais Anti-IgG em lotes de frangos de corte suplementados com Lactose.;2002;Thiago Moreira dos Santos;SANTOS, T. M.;Max Augusto Jorge;JORGE, Max Augusto
IgG Específica para o vírus da doença de NewCastle por ELISA com Anticorpos Monoclonais Anti-IgG em lotes de frangos de corte suplementados com Lactose.;2002;Thiago Moreira dos Santos;SANTOS, T. M.;Nelson Rodrigo da Silva Martins;MARTINS, Nelson Rodrigo da Silva
IgG Específica para o vírus da doença de NewCastle por ELISA com Anticorpos Monoclonais Anti-IgG em lotes de frangos de corte suplementados com Lactose.;2002;Thiago Moreira dos Santos;SANTOS, T. M.;Douglas Teixeira Moraes;MORAES, Douglas Teixeira
IgG Específica para o vírus da doença de NewCastle por ELISA com Anticorpos Monoclonais Anti-IgG em lotes de frangos de corte suplementados com Lactose.;2002;Thiago Moreira dos Santos;SANTOS, T. M.;Guilherme Moreira de Souza;SOUZA, Guilherme Moreira de
IgG Específica para o vírus da doença de NewCastle por ELISA com Anticorpos Monoclonais Anti-IgG em lotes de frangos de corte suplementados com Lactose.;2002;Thiago Moreira dos Santos;SANTOS, T. M.;Thiago Moreira dos Santos;SANTOS, T. M.
A Produção e Comercialização da Carne Suína em Minas Gerais;2002;Thiago Moreira dos Santos;SANTOS, T. M.;Magson Bruno Cristelli Barbosa;BARBOSA, M. B. C.
A Produção e Comercialização da Carne Suína em Minas Gerais;2002;Thiago Moreira dos Santos;SANTOS, T. M.;Wagner Luiz Moreira dos Santos;SANTOS, W. L. M.
A Produção e Comercialização da Carne Suína em Minas Gerais;2002;Thiago Moreira dos Santos;SANTOS, T. M.;Thiago Moreira dos Santos;SANTOS, T. M.
Efeito do uso de Lactose sobre o desempenho de frangos de corte refugos.;2002;Thiago Moreira dos Santos;SANTOS, T. M.;Douglas Teixeira Moraes;MORAES, Douglas Teixeira
Efeito do uso de Lactose sobre o desempenho de frangos de corte refugos.;2002;Thiago Moreira dos Santos;SANTOS, T. M.;Nelson Rodrigo da Silva Martins;MARTINS, Nelson Rodrigo da Silva
Efeito do uso de Lactose sobre o desempenho de frangos de corte refugos.;2002;Thiago Moreira dos Santos;SANTOS, T. M.;Max Augusto Jorge;JORGE, Max Augusto
Efeito do uso de Lactose sobre o desempenho de frangos de corte refugos.;2002;Thiago Moreira dos Santos;SANTOS, T. M.;José Sérgio Resende;RESENDE, José Sérgio
Efeito do uso de Lactose sobre o desempenho de frangos de corte refugos.;2002;Thiago Moreira dos Santos;SANTOS, T. M.;Maria Rachel Fonseca de Matos;MATOS, Maria Rachel Fonseca de
Efeito do uso de Lactose sobre o desempenho de frangos de corte refugos.;2002;Thiago Moreira dos Santos;SANTOS, T. M.;Guilherme Moreira de Souza;SOUZA, Guilherme Moreira de
Efeito do uso de Lactose sobre o desempenho de frangos de corte refugos.;2002;Thiago Moreira dos Santos;SANTOS, T. M.;Thiago Moreira dos Santos;SANTOS, T. M.
Avaliação da qualidade microbiológica de lingüiças frescais de carne suína no município de Sete Lagoas;2003;Thiago Moreira dos Santos;SANTOS, T. M.;Magson Bruno Cristelli Barbosa;BARBOSA, M. B. C.
Avaliação da qualidade microbiológica de lingüiças frescais de carne suína no município de Sete Lagoas;2003;Thiago Moreira dos Santos;SANTOS, T. M.;Wagner Luiz Moreira dos Santos;SANTOS, W. L. M.
Avaliação da qualidade microbiológica de lingüiças frescais de carne suína no município de Sete Lagoas;2003;Thiago Moreira dos Santos;SANTOS, T. M.;Nelson Eder Martins;MARTINS, N. E.
Avaliação da qualidade microbiológica de lingüiças frescais de carne suína no município de Sete Lagoas;2003;Thiago Moreira dos Santos;SANTOS, T. M.;Maura R;R, Maura
Avaliação da qualidade microbiológica de lingüiças frescais de carne suína no município de Sete Lagoas;2003;Thiago Moreira dos Santos;SANTOS, T. M.;Thiago Moreira dos Santos;SANTOS, T. M.
Prevalência da Cisticercose em bovinos abatidos em Minas Gerais;2002;Thiago Moreira dos Santos;SANTOS, T. M.;Francisco Baptista;BAPTISTA, F.
Prevalência da Cisticercose em bovinos abatidos em Minas Gerais;2002;Thiago Moreira dos Santos;SANTOS, T. M.;Élvio Carlos Moreira;MOREIRA, E.C.
Prevalência da Cisticercose em bovinos abatidos em Minas Gerais;2002;Thiago Moreira dos Santos;SANTOS, T. M.;Wagner Luiz Moreira dos Santos;SANTOS, W. L. M.
Prevalência da Cisticercose em bovinos abatidos em Minas Gerais;2002;Thiago Moreira dos Santos;SANTOS, T. M.;Thiago Moreira dos Santos;SANTOS, T. M.
Isolamento do Mycobacterium paratuberculosis a partir de fezes de Bovinos suspeitos de Paratuberculose;2002;Thiago Moreira dos Santos;SANTOS, T. M.;Liliane Dane Dias;DIAS, L. D.
Isolamento do Mycobacterium paratuberculosis a partir de fezes de Bovinos suspeitos de Paratuberculose;2002;Thiago Moreira dos Santos;SANTOS, T. M.;Francisco Carlos Faria Lobato;LOBATO, F. C. F.
Isolamento do Mycobacterium paratuberculosis a partir de fezes de Bovinos suspeitos de Paratuberculose;2002;Thiago Moreira dos Santos;SANTOS, T. M.;Pedro MPC Mota;MOTA, P.M.P.C
Isolamento do Mycobacterium paratuberculosis a partir de fezes de Bovinos suspeitos de Paratuberculose;2002;Thiago Moreira dos Santos;SANTOS, T. M.;Andrey Pereira Lage;LAGE, A. P.
Isolamento do Mycobacterium paratuberculosis a partir de fezes de Bovinos suspeitos de Paratuberculose;2002;Thiago Moreira dos Santos;SANTOS, T. M.;Ronnie Antunes de Assis;ASSIS, R. A.
Isolamento do Mycobacterium paratuberculosis a partir de fezes de Bovinos suspeitos de Paratuberculose;2002;Thiago Moreira dos Santos;SANTOS, T. M.;Thiago Moreira dos Santos;SANTOS, T. M.
Avaliação de Antibiograma com Cultivos Mistos de Escherichia coli;2003;Thiago Moreira dos Santos;SANTOS, T. M.;Nelson Rodrigo da Silva Martins;MARTINS, Nelson Rodrigo da Silva
Avaliação de Antibiograma com Cultivos Mistos de Escherichia coli;2003;Thiago Moreira dos Santos;SANTOS, T. M.;Maria Rachel Fonseca de Matos;MATOS, Maria Rachel Fonseca de
Avaliação de Antibiograma com Cultivos Mistos de Escherichia coli;2003;Thiago Moreira dos Santos;SANTOS, T. M.;Max Augusto Jorge;JORGE, Max Augusto
Avaliação de Antibiograma com Cultivos Mistos de Escherichia coli;2003;Thiago Moreira dos Santos;SANTOS, T. M.;Hellen Martins da Quinta Simões;SIMÕES, Hellen Martins da Quinta
Avaliação de Antibiograma com Cultivos Mistos de Escherichia coli;2003;Thiago Moreira dos Santos;SANTOS, T. M.;José Sérgio Resende;RESENDE, José Sérgio
Avaliação de Antibiograma com Cultivos Mistos de Escherichia coli;2003;Thiago Moreira dos Santos;SANTOS, T. M.;Thiago Moreira dos Santos;SANTOS, T. M.
Antibiograma em Cultivos Mistos de Enterobactérias;2003;Thiago Moreira dos Santos;SANTOS, T. M.;Maria Rachel Fonseca de Matos;MATOS, Maria Rachel Fonseca de
Antibiograma em Cultivos Mistos de Enterobactérias;2003;Thiago Moreira dos Santos;SANTOS, T. M.;José Sérgio Resende;RESENDE, José Sérgio
Antibiograma em Cultivos Mistos de Enterobactérias;2003;Thiago Moreira dos Santos;SANTOS, T. M.;Max Augusto Jorge;JORGE, Max Augusto
Antibiograma em Cultivos Mistos de Enterobactérias;2003;Thiago Moreira dos Santos;SANTOS, T. M.;Nelson Rodrigo da Silva Martins;MARTINS, Nelson Rodrigo da Silva
Antibiograma em Cultivos Mistos de Enterobactérias;2003;Thiago Moreira dos Santos;SANTOS, T. M.;Hellen Martins da Quinta Simões;SIMÕES, Hellen Martins da Quinta
Antibiograma em Cultivos Mistos de Enterobactérias;2003;Thiago Moreira dos Santos;SANTOS, T. M.;Thiago Moreira dos Santos;SANTOS, T. M.
Influência da Eletro-Insensibilização no Bem-Estar e na Qualidade da Carne de Suínos;2005;Thiago Moreira dos Santos;SANTOS, T. M.;Daniela Carla Bernardes Silva;SILVA, D. C. B.
Influência da Eletro-Insensibilização no Bem-Estar e na Qualidade da Carne de Suínos;2005;Thiago Moreira dos Santos;SANTOS, T. M.;Wagner Luiz Moreira dos Santos;SANTOS, W. L. M.
Influência da Eletro-Insensibilização no Bem-Estar e na Qualidade da Carne de Suínos;2005;Thiago Moreira dos Santos;SANTOS, T. M.;Daniela Cristina Bernardes Silva;SILVA, D. C. B.
Influência da Eletro-Insensibilização no Bem-Estar e na Qualidade da Carne de Suínos;2005;Thiago Moreira dos Santos;SANTOS, T. M.;Thiago Moreira dos Santos;SANTOS, T. M.
Avaliação bacteriológica da carne de piramutaba, Brachyplatistoma vaillanti (siluriformes, pimelodidae), congelada comercializada em Belo Horizonte - MG;2007;Thiago Moreira dos Santos;SANTOS, T. M.;Renaldo Travassos Martins;MARTINS, R. T.
Avaliação bacteriológica da carne de piramutaba, Brachyplatistoma vaillanti (siluriformes, pimelodidae), congelada comercializada em Belo Horizonte - MG;2007;Thiago Moreira dos Santos;SANTOS, T. M.;Wagner Luiz Moreira dos Santos;SANTOS, W. L. M.
Avaliação bacteriológica da carne de piramutaba, Brachyplatistoma vaillanti (siluriformes, pimelodidae), congelada comercializada em Belo Horizonte - MG;2007;Thiago Moreira dos Santos;SANTOS, T. M.;Nelson Eder Martins;MARTINS, N. E.
Avaliação bacteriológica da carne de piramutaba, Brachyplatistoma vaillanti (siluriformes, pimelodidae), congelada comercializada em Belo Horizonte - MG;2007;Thiago Moreira dos Santos;SANTOS, T. M.;Maria de Fátima Souza Resende;RESENDE, M. F. S.
Avaliação bacteriológica da carne de piramutaba, Brachyplatistoma vaillanti (siluriformes, pimelodidae), congelada comercializada em Belo Horizonte - MG;2007;Thiago Moreira dos Santos;SANTOS, T. M.;Thiago Moreira dos Santos;SANTOS, T. M.
Avaliação da Qualidade Microbiológica de Lingüiças Frescais de Carne Suína Comercializadas em Belo Horizonte/MG;2005;Thiago Moreira dos Santos;SANTOS, T. M.;Samantha de Paula Lima Lopes;LOPES, S. P. L.
Avaliação da Qualidade Microbiológica de Lingüiças Frescais de Carne Suína Comercializadas em Belo Horizonte/MG;2005;Thiago Moreira dos Santos;SANTOS, T. M.;Wagner Luiz Moreira dos Santos;SANTOS, W. L. M.
Avaliação da Qualidade Microbiológica de Lingüiças Frescais de Carne Suína Comercializadas em Belo Horizonte/MG;2005;Thiago Moreira dos Santos;SANTOS, T. M.;Fabiana Aragão Rocha;ROCHA, F. A.
Avaliação da Qualidade Microbiológica de Lingüiças Frescais de Carne Suína Comercializadas em Belo Horizonte/MG;2005;Thiago Moreira dos Santos;SANTOS, T. M.;Nelson Eder Martins;MARTINS, N. E.
Avaliação da Qualidade Microbiológica de Lingüiças Frescais de Carne Suína Comercializadas em Belo Horizonte/MG;2005;Thiago Moreira dos Santos;SANTOS, T. M.;Thiago Moreira dos Santos;SANTOS, T. M.
Biochemical and Molecular characterization of Saccharomyces cerevisiae strains isolated from Salinas (MG) as a strategy of geographical indication.;2011;Thiago Moreira dos Santos;SANTOS, T. M.;Edilene Alves Barbosa;Barbosa, E.A.
Biochemical and Molecular characterization of Saccharomyces cerevisiae strains isolated from Salinas (MG) as a strategy of geographical indication.;2011;Thiago Moreira dos Santos;SANTOS, T. M.;Magalhães Teixeira de Souza;Souza, M.T.
Biochemical and Molecular characterization of Saccharomyces cerevisiae strains isolated from Salinas (MG) as a strategy of geographical indication.;2011;Thiago Moreira dos Santos;SANTOS, T. M.;Rogelio Lopes Brandão;Brandão, R.L.
Biochemical and Molecular characterization of Saccharomyces cerevisiae strains isolated from Salinas (MG) as a strategy of geographical indication.;2011;Thiago Moreira dos Santos;SANTOS, T. M.;Ieso Miranda de Castro;Castro, I.M.
Biochemical and Molecular characterization of Saccharomyces cerevisiae strains isolated from Salinas (MG) as a strategy of geographical indication.;2011;Thiago Moreira dos Santos;SANTOS, T. M.;Thiago Moreira dos Santos;SANTOS, T. M.
Influence of Nitrogen used in fertilization of cultures of sugar cane and of the addition of nutritional supplements in the fermentation of cachaça production;2011;Thiago Moreira dos Santos;SANTOS, T. M.;Magalhães Teixeira de Souza;Souza, M.T.
Influence of Nitrogen used in fertilization of cultures of sugar cane and of the addition of nutritional supplements in the fermentation of cachaça production;2011;Thiago Moreira dos Santos;SANTOS, T. M.;Edilene Alves Barbosa;Barbosa, E.A.
Influence of Nitrogen used in fertilization of cultures of sugar cane and of the addition of nutritional supplements in the fermentation of cachaça production;2011;Thiago Moreira dos Santos;SANTOS, T. M.;Ieso Miranda de Castro;Castro, I.M.
Influence of Nitrogen used in fertilization of cultures of sugar cane and of the addition of nutritional supplements in the fermentation of cachaça production;2011;Thiago Moreira dos Santos;SANTOS, T. M.;Rogelio Lopes Brandão;Brandão, R.L.
Influence of Nitrogen used in fertilization of cultures of sugar cane and of the addition of nutritional supplements in the fermentation of cachaça production;2011;Thiago Moreira dos Santos;SANTOS, T. M.;Thiago Moreira dos Santos;SANTOS, T. M.
Influência da adição de Lactobacillus casei na fermentação do caldo de cana-de-açúcar pela  Saccharomyces cerevisiae;2012;Thiago Moreira dos Santos;SANTOS, T. M.;Vanessa Lima Barbosa;Barbosa, V.L.
Influência da adição de Lactobacillus casei na fermentação do caldo de cana-de-açúcar pela  Saccharomyces cerevisiae;2012;Thiago Moreira dos Santos;SANTOS, T. M.;Adriana dos Santos Sales;Sales, A.S.
Influência da adição de Lactobacillus casei na fermentação do caldo de cana-de-açúcar pela  Saccharomyces cerevisiae;2012;Thiago Moreira dos Santos;SANTOS, T. M.;Liliane de Freitas Veloso;Veloso, L.F.
Influência da adição de Lactobacillus casei na fermentação do caldo de cana-de-açúcar pela  Saccharomyces cerevisiae;2012;Thiago Moreira dos Santos;SANTOS, T. M.;Thiago Moreira dos Santos;SANTOS, T. M.
Produção de Carne de Sol e perfil socio-econômico dos produtores da região de Salinas/MG;2011;Thiago Moreira dos Santos;SANTOS, T. M.;Alice Ferreira Drummond;Drummond, A.F.
Produção de Carne de Sol e perfil socio-econômico dos produtores da região de Salinas/MG;2011;Thiago Moreira dos Santos;SANTOS, T. M.;Wagner Luiz Moreira dos Santos;SANTOS, W. L. M.
Produção de Carne de Sol e perfil socio-econômico dos produtores da região de Salinas/MG;2011;Thiago Moreira dos Santos;SANTOS, T. M.;Fernanda do Carmo Magalhães;Magalhães, F.C.
Produção de Carne de Sol e perfil socio-econômico dos produtores da região de Salinas/MG;2011;Thiago Moreira dos Santos;SANTOS, T. M.;Thiago Moreira dos Santos;SANTOS, T. M.
O abate de bovinos sob inspeção federal em Minas Gerais;2013;Thiago Moreira dos Santos;SANTOS, T. M.;annatachi botelho jardim;JARDIM, A. B.
O abate de bovinos sob inspeção federal em Minas Gerais;2013;Thiago Moreira dos Santos;SANTOS, T. M.;Anne karenine bartels oliveira neves;NEVES, A. K. B. O.
O abate de bovinos sob inspeção federal em Minas Gerais;2013;Thiago Moreira dos Santos;SANTOS, T. M.;renata de paoli santos;SANTOS, R. P.
O abate de bovinos sob inspeção federal em Minas Gerais;2013;Thiago Moreira dos Santos;SANTOS, T. M.;daniel pereira alexandre;ALEXANDRE, D. P.
O abate de bovinos sob inspeção federal em Minas Gerais;2013;Thiago Moreira dos Santos;SANTOS, T. M.;Cléia batista dias ornellas;ORNELLAS, C. B. D.
O abate de bovinos sob inspeção federal em Minas Gerais;2013;Thiago Moreira dos Santos;SANTOS, T. M.;Wagner Luiz Moreira dos Santos;SANTOS, W. L. M.
O abate de bovinos sob inspeção federal em Minas Gerais;2013;Thiago Moreira dos Santos;SANTOS, T. M.;Thiago Moreira dos Santos;SANTOS, T. M.
Isolamento e caracterização fenotípica e bioquímica das bactérias ácido lácticas de queijos cozidos comercializados no mercado municipal de Salinas/MG;2014;Thiago Moreira dos Santos;SANTOS, T. M.;Gabriela Silveira da Silva;SILVA, G. S.
Isolamento e caracterização fenotípica e bioquímica das bactérias ácido lácticas de queijos cozidos comercializados no mercado municipal de Salinas/MG;2014;Thiago Moreira dos Santos;SANTOS, T. M.;Rafael Santana Mendes;MENDES, R. S.
Isolamento e caracterização fenotípica e bioquímica das bactérias ácido lácticas de queijos cozidos comercializados no mercado municipal de Salinas/MG;2014;Thiago Moreira dos Santos;SANTOS, T. M.;Derek Freitas Ferreira;FERREIRA, D. F.
Isolamento e caracterização fenotípica e bioquímica das bactérias ácido lácticas de queijos cozidos comercializados no mercado municipal de Salinas/MG;2014;Thiago Moreira dos Santos;SANTOS, T. M.;Leonarda Rocha Magahães;MAGAHAES, L. R.
Isolamento e caracterização fenotípica e bioquímica das bactérias ácido lácticas de queijos cozidos comercializados no mercado municipal de Salinas/MG;2014;Thiago Moreira dos Santos;SANTOS, T. M.;Thiago Moreira dos Santos;SANTOS, T. M.
Caracterização dos produtores artesanais de queijo cozido no mercado municipal de Salinas/MG e da microbiota láctica com potencial de aplicação tecnológica;2014;Thiago Moreira dos Santos;SANTOS, T. M.;Rafael Santana Mendes;MENDES, R. S.
