GRANDE_AREA_DO_CONHECIMENTO_1;AREA_DO_CONHECIMENTO_1;SUB_AREA_DO_CONHECIMENTO_1;ESPECIALIDADE_DO_CONHECIMENTO_1;GRANDE_AREA_DO_CONHECIMENTO_2;AREA_DO_CONHECIMENTO_2;SUB_AREA_DO_CONHECIMENTO_2;ESPECIALIDADE_DO_CONHECIMENTO_2;GRANDE_AREA_DO_CONHECIMENTO_3;AREA_DO_CONHECIMENTO_3;SUB_AREA_DO_CONHECIMENTO_3;ESPECIALIDADE_DO_CONHECIMENTO_3
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
CIENCIAS_AGRARIAS;Ciência e Tecnologia de Alimentos;;;CIENCIAS_AGRARIAS;Ciência e Tecnologia de Alimentos;Ciência de Alimentos;Avaliação e Controle de Qualidade de Alimentos;;;;
CIENCIAS_AGRARIAS;Ciência e Tecnologia de Alimentos;Ciência de Alimentos;Química, Física, Fisico-Química e Bioquímica dos Alim. e das Mat-Primas Alimentares;;;;;;;;
CIENCIAS_AGRARIAS;Ciência e Tecnologia de Alimentos;Ciência de Alimentos;Avaliação e Controle de Qualidade de Alimentos;;;;;;;;
CIENCIAS_AGRARIAS;Ciência e Tecnologia de Alimentos;Ciência de Alimentos;Avaliação e Controle de Qualidade de Alimentos;;;;;;;;
CIENCIAS_AGRARIAS;Ciência e Tecnologia de Alimentos;;;CIENCIAS_AGRARIAS;Ciência e Tecnologia de Alimentos;Ciência de Alimentos;Avaliação e Controle de Qualidade de Alimentos;;;;
CIENCIAS_AGRARIAS;Ciência e Tecnologia de Alimentos;Ciência de Alimentos;Avaliação e Controle de Qualidade de Alimentos;;;;;;;;
CIENCIAS_AGRARIAS;Ciência e Tecnologia de Alimentos;Ciência de Alimentos;Avaliação e Controle de Qualidade de Alimentos;;;;;;;;
CIENCIAS_AGRARIAS;Ciência e Tecnologia de Alimentos;Ciência de Alimentos;Avaliação e Controle de Qualidade de Alimentos;;;;;;;;
CIENCIAS_AGRARIAS;Ciência e Tecnologia de Alimentos;Ciência de Alimentos;Avaliação e Controle de Qualidade de Alimentos;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
CIENCIAS_BIOLOGICAS;Parasitologia;Entomologia e Malacologia de Parasitos e Vetores;;;;;;;;;
CIENCIAS_SOCIAIS_APLICADAS;Administração;Administração de Empresas;Administração Financeira;;;;;;;;
CIENCIAS_SOCIAIS_APLICADAS;Administração;Administração de Empresas;Administração Financeira;;;;;;;;
CIENCIAS_SOCIAIS_APLICADAS;Administração;;;;;;;;;;
;;;;;;;;;;;
CIENCIAS_HUMANAS;Educação;Fundamentos da Educação;História da Educação;CIENCIAS_HUMANAS;História;História do Brasil;;CIENCIAS_HUMANAS;Educação;Fundamentos da Educação;Sociologia da Educação
;;;;;;;;;;;
CIENCIAS_SOCIAIS_APLICADAS;Administração;Administração de Empresas;;CIENCIAS_SOCIAIS_APLICADAS;Administração;Administração de Empresas;Mercadologia;CIENCIAS_SOCIAIS_APLICADAS;Administração;Administração de Empresas;Estratégia Empresarial
CIENCIAS_HUMANAS;Educação;EDUCAÇÃO MATEMÁTICA;;CIENCIAS_HUMANAS;Educação;;;CIENCIAS_EXATAS_E_DA_TERRA;Matemática;;
CIENCIAS_EXATAS_E_DA_TERRA;Química;Fitoquímica;;CIENCIAS_EXATAS_E_DA_TERRA;Química;Química de Produtos Naturais;;;;;
;;;;;;;;;;;
CIENCIAS_AGRARIAS;Agronomia;Fitotecnia;Manejo e Tratos Culturais;;;;;;;;
CIENCIAS_AGRARIAS;Zootecnia;;;;;;;;;;
CIENCIAS_AGRARIAS;Zootecnia;;;;;;;;;;
CIENCIAS_AGRARIAS;Medicina Veterinária;;;CIENCIAS_AGRARIAS;Zootecnia;;;;;;
CIENCIAS_AGRARIAS;Zootecnia;;;CIENCIAS_AGRARIAS;Recursos Pesqueiros e Engenharia de Pesca;Aqüicultura;Piscicultura;CIENCIAS_AGRARIAS;Medicina Veterinária;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
CIENCIAS_AGRARIAS;Ciência e Tecnologia de Alimentos;Tecnologia de Alimentos;Tecnologia das Bebidas;;;;;;;;
CIENCIAS_AGRARIAS;Ciência e Tecnologia de Alimentos;;;;;;;;;;
CIENCIAS_AGRARIAS;Agronomia;Ciência do Solo;Microbiologia e Bioquímica do Solo;;;;;;;;
;;;;;;;;;;;
CIENCIAS_AGRARIAS;Ciência e Tecnologia de Alimentos;Ciência de Alimentos;Avaliação e Controle de Qualidade de Alimentos;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
CIENCIAS_SOCIAIS_APLICADAS;Administração;Administração de Empresas;Comportamento Humano no Trabalho;CIENCIAS_SOCIAIS_APLICADAS;Administração;Administração de Empresas;Administração de Recursos Humanos;;;;
CIENCIAS_SOCIAIS_APLICADAS;Administração;;;;;;;;;;
CIENCIAS_HUMANAS;Sociologia;Outras Sociologias Específicas;;CIENCIAS_HUMANAS;Sociologia;Sociologia Urbana;;CIENCIAS_HUMANAS;Geografia;Geografia Humana;Geografia Urbana
CIENCIAS_HUMANAS;Sociologia;;;CIENCIAS_HUMANAS;Geografia;Geografia Humana;Geografia Urbana;CIENCIAS_HUMANAS;Sociologia;Sociologia Urbana;
CIENCIAS_AGRARIAS;Agronomia;Fitotecnia;Melhoramento Vegetal;;;;;;;;
CIENCIAS_AGRARIAS;Agronomia;Fitotecnia;Manejo e Tratos Culturais;;;;;;;;
CIENCIAS_AGRARIAS;Agronomia;;;;;;;;;;
;;;;;;;;;;;
CIENCIAS_AGRARIAS;Ciência e Tecnologia de Alimentos;Ciência de Alimentos;Avaliação e Controle de Qualidade de Alimentos;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
CIENCIAS_AGRARIAS;Ciência e Tecnologia de Alimentos;;;;;;;;;;
CIENCIAS_AGRARIAS;Ciência e Tecnologia de Alimentos;Ciência de Alimentos;Química, Física, Fisico-Química e Bioquímica dos Alim. e das Mat-Primas Alimentares;;;;;;;;
CIENCIAS_AGRARIAS;Ciência e Tecnologia de Alimentos;Ciência de Alimentos;Avaliação e Controle de Qualidade de Alimentos;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
CIENCIAS_AGRARIAS;Recursos Florestais e Engenharia Florestal;;;;;;;;;;
CIENCIAS_EXATAS_E_DA_TERRA;Química;;;;;;;;;;
CIENCIAS_AGRARIAS;Medicina Veterinária;Medicina Veterinária Preventiva;Doenças Parasitárias de Animais;CIENCIAS_AGRARIAS;Medicina Veterinária;Medicina Veterinária Preventiva;Doenças Infecciosas de Animais;CIENCIAS_AGRARIAS;Medicina Veterinária;Medicina Veterinária Preventiva;Epidemiologia Animal
CIENCIAS_AGRARIAS;Medicina Veterinária;Patologia Animal;Patologia Clínica Animal;CIENCIAS_AGRARIAS;Medicina Veterinária;Clínica e Cirurgia Animal;Clínica Veterinária;;;;
CIENCIAS_AGRARIAS;Zootecnia;Produção Animal;Manejo de Animais;CIENCIAS_AGRARIAS;Medicina Veterinária;Medicina Veterinária Preventiva;Saúde Animal (Programas Sanitários);;;;
CIENCIAS_AGRARIAS;;;;CIENCIAS_HUMANAS;Sociologia;Sociologia Rural;;CIENCIAS_AGRARIAS;Agronomia;Extensão Rural;
CIENCIAS_AGRARIAS;Medicina Veterinária;Clínica e Cirurgia Animal;Toxicologia Animal;CIENCIAS_AGRARIAS;Zootecnia;Pastagem e Forragicultura;Toxicologia e Plantas Tóxicas;CIENCIAS_AGRARIAS;Medicina Veterinária;Patologia Animal;
CIENCIAS_AGRARIAS;Medicina Veterinária;Clínica e Cirurgia Animal;Clínica Veterinária;CIENCIAS_AGRARIAS;Medicina Veterinária;Clínica e Cirurgia Animal;Farmacologia e Terapêutica Animal;;;;
CIENCIAS_DA_SAUDE;Saúde Coletiva;Saúde Pública;;CIENCIAS_AGRARIAS;Medicina Veterinária;Inspeção de Produtos de Origem Animal;;CIENCIAS_AGRARIAS;Medicina Veterinária;Medicina Veterinária Preventiva;Saneamento Aplicado a Saúde do Homem
CIENCIAS_AGRARIAS;Medicina Veterinária;Clínica e Cirurgia Animal;Clínica Veterinária;CIENCIAS_AGRARIAS;Medicina Veterinária;Patologia Animal;Anatomia Patologia Animal;CIENCIAS_AGRARIAS;Zootecnia;Pastagem e Forragicultura;Toxicologia e Plantas Tóxicas
CIENCIAS_AGRARIAS;Medicina Veterinária;Patologia Animal;;CIENCIAS_AGRARIAS;Zootecnia;Produção Animal;Criação de Animais;;;;
CIENCIAS_AGRARIAS;Medicina Veterinária;Patologia Animal;;CIENCIAS_AGRARIAS;Medicina Veterinária;Clínica e Cirurgia Animal;Clínica Veterinária;CIENCIAS_AGRARIAS;Zootecnia;Pastagem e Forragicultura;Toxicologia e Plantas Tóxicas
CIENCIAS_AGRARIAS;Medicina Veterinária;Medicina Veterinária Preventiva;Doenças Parasitárias de Animais;CIENCIAS_AGRARIAS;Medicina Veterinária;Patologia Animal;Imunologia;CIENCIAS_BIOLOGICAS;Imunologia;Imunologia Aplicada;
CIENCIAS_BIOLOGICAS;Imunologia;Imunogenética;;CIENCIAS_BIOLOGICAS;Genética;Genética Molecular e de Microorganismos;;CIENCIAS_BIOLOGICAS;Bioquímica;Biologia Molecular;
CIENCIAS_BIOLOGICAS;Imunologia;Imunologia Aplicada;;CIENCIAS_BIOLOGICAS;Bioquímica;Biologia Molecular;;CIENCIAS_BIOLOGICAS;Imunologia;Imunologia Celular;
CIENCIAS_AGRARIAS;Medicina Veterinária;Inspeção de Produtos de Origem Animal;;CIENCIAS_AGRARIAS;Medicina Veterinária;Medicina Veterinária Preventiva;Saúde Animal (Programas Sanitários);CIENCIAS_AGRARIAS;Medicina Veterinária;Patologia Animal;Anatomia Patologia Animal
CIENCIAS_AGRARIAS;Zootecnia;;;CIENCIAS_AGRARIAS;Engenharia Agrícola;Engenharia de Água e Solo;;CIENCIAS_AGRARIAS;Zootecnia;Produção Animal;
CIENCIAS_AGRARIAS;Medicina Veterinária;Patologia Animal;;CIENCIAS_BIOLOGICAS;Imunologia;Imunologia Celular;;CIENCIAS_BIOLOGICAS;Imunologia;Imunoquímica;
CIENCIAS_AGRARIAS;Medicina Veterinária;Clínica e Cirurgia Animal;Clínica Veterinária;CIENCIAS_AGRARIAS;Medicina Veterinária;Patologia Animal;Anatomia Patologia Animal;;;;
CIENCIAS_AGRARIAS;Medicina Veterinária;Clínica e Cirurgia Animal;Clínica Veterinária;CIENCIAS_AGRARIAS;Medicina Veterinária;Patologia Animal;Anatomia Patologia Animal;CIENCIAS_AGRARIAS;Medicina Veterinária;Patologia Animal;Toxicologia
CIENCIAS_AGRARIAS;Medicina Veterinária;Patologia Animal;Anatomia Patologia Animal;CIENCIAS_AGRARIAS;Medicina Veterinária;Patologia Animal;;CIENCIAS_AGRARIAS;Medicina Veterinária;Clínica e Cirurgia Animal;Clínica Veterinária
CIENCIAS_AGRARIAS;Medicina Veterinária;Patologia Animal;Anatomia Patologia Animal;CIENCIAS_AGRARIAS;Medicina Veterinária;Patologia Animal;;CIENCIAS_AGRARIAS;Medicina Veterinária;Clínica e Cirurgia Animal;Clínica Veterinária
CIENCIAS_AGRARIAS;Medicina Veterinária;Clínica e Cirurgia Animal;Clínica Veterinária;CIENCIAS_AGRARIAS;Medicina Veterinária;Patologia Animal;Anatomia Patologia Animal;CIENCIAS_AGRARIAS;Medicina Veterinária;Patologia Animal;
OUTROS;Ciências Ambientais;Medicina da Conservação;;OUTROS;Ciências Ambientais;;;CIENCIAS_AGRARIAS;Medicina Veterinária;;
CIENCIAS_AGRARIAS;Medicina Veterinária;Clínica e Cirurgia Animal;Clínica Veterinária;CIENCIAS_AGRARIAS;Medicina Veterinária;Patologia Animal;Anatomia Patologia Animal;CIENCIAS_AGRARIAS;Medicina Veterinária;Patologia Animal;
OUTROS;Ciências Ambientais;Medicina da Conservação;;OUTROS;Ciências Ambientais;;;CIENCIAS_AGRARIAS;Medicina Veterinária;;
CIENCIAS_AGRARIAS;Zootecnia;Produção Animal;;CIENCIAS_AGRARIAS;Zootecnia;;;CIENCIAS_AGRARIAS;Medicina Veterinária;;
CIENCIAS_AGRARIAS;Medicina Veterinária;Clínica e Cirurgia Animal;Clínica de Animais Silvestres;CIENCIAS_AGRARIAS;Medicina Veterinária;;;OUTROS;Ciências Ambientais;Medicina da Conservação;
CIENCIAS_AGRARIAS;Medicina Veterinária;Patologia Animal;Anatomia Patologia Animal;CIENCIAS_AGRARIAS;Medicina Veterinária;Patologia Animal;;CIENCIAS_BIOLOGICAS;Morfologia;Anatomia;Anatomia Animal
CIENCIAS_AGRARIAS;Medicina Veterinária;Patologia Animal;Anatomia Patologia Animal;CIENCIAS_AGRARIAS;Medicina Veterinária;Patologia Animal;;CIENCIAS_BIOLOGICAS;Morfologia;Anatomia;Anatomia Animal
CIENCIAS_DA_SAUDE;Farmácia;;;CIENCIAS_DA_SAUDE;Farmácia;Farmacognosia;;CIENCIAS_BIOLOGICAS;Farmacologia;Etnofarmacologia;
CIENCIAS_AGRARIAS;Medicina Veterinária;Clínica e Cirurgia Animal;Clínica Veterinária;CIENCIAS_DA_SAUDE;Medicina;Anatomia Patológica e Patologia Clínica;;CIENCIAS_AGRARIAS;Medicina Veterinária;Medicina Veterinária Preventiva;Doenças Infecciosas de Animais
CIENCIAS_HUMANAS;Educação;;;CIENCIAS_HUMANAS;Educação;Educação Inclusiva;;;;;
OUTROS;Ciências Ambientais;Medicina da Conservação;;;;;;;;;
CIENCIAS_AGRARIAS;Zootecnia;Produção Animal;;CIENCIAS_AGRARIAS;Medicina Veterinária;;;CIENCIAS_AGRARIAS;Zootecnia;;
CIENCIAS_AGRARIAS;Zootecnia;Produção Animal;;CIENCIAS_AGRARIAS;Medicina Veterinária;;;CIENCIAS_AGRARIAS;Zootecnia;Pastagem e Forragicultura;Toxicologia e Plantas Tóxicas
CIENCIAS_AGRARIAS;Zootecnia;Produção Animal;;CIENCIAS_AGRARIAS;Medicina Veterinária;Medicina Veterinária Preventiva;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
CIENCIAS_AGRARIAS;Medicina Veterinária;Reprodução Animal;;CIENCIAS_AGRARIAS;Medicina Veterinária;Reprodução Animal;Espermatogênese;CIENCIAS_BIOLOGICAS;Morfologia;Histologia;
CIENCIAS_AGRARIAS;Medicina Veterinária;Reprodução Animal;Biotecnologia Aplicada à Reprodução Animal;CIENCIAS_AGRARIAS;Medicina Veterinária;Reprodução Animal;Fisiopatologia da Reprodução Animal;CIENCIAS_AGRARIAS;Medicina Veterinária;Reprodução Animal;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
CIENCIAS_AGRARIAS;Agronomia;;;;;;;;;;
CIENCIAS_AGRARIAS;Agronomia;;;;;;;;;;
CIENCIAS_AGRARIAS;Agronomia;;;;;;;;;;
CIENCIAS_AGRARIAS;Agronomia;;;;;;;;;;
CIENCIAS_AGRARIAS;Agronomia;;;;;;;;;;
CIENCIAS_AGRARIAS;Agronomia;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
CIENCIAS_HUMANAS;Geografia;;;CIENCIAS_HUMANAS;Geografia;Geografia Humana;;CIENCIAS_HUMANAS;Geografia;Geografia Regional;
;;;;;;;;;;;
CIENCIAS_BIOLOGICAS;Ecologia;Ecologia de Ecossistemas;;CIENCIAS_BIOLOGICAS;Botânica;;;;;;
CIENCIAS_AGRARIAS;Agronomia;Fitotecnia;Agroecologia;;;;;;;;
CIENCIAS_AGRARIAS;Agronomia;Fitotecnia;Agroecologia;;;;;;;;
CIENCIAS_AGRARIAS;Agronomia;Fitotecnia;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
CIENCIAS_BIOLOGICAS;Botânica;;;CIENCIAS_BIOLOGICAS;Botânica;Florística e Fitossociologia;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
CIENCIAS_AGRARIAS;Zootecnia;Agrometeorologia;Estimativa de Precipitação Pluviométrica;CIENCIAS_AGRARIAS;Zootecnia;Agrometeorologia;;;;;
CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;;CIENCIAS_AGRARIAS;Zootecnia;Produção Animal;;;;;
CIENCIAS_AGRARIAS;Zootecnia;;;;;;;;;;
CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;;CIENCIAS_AGRARIAS;Zootecnia;Produção Animal;;;;;
;;;;;;;;;;;
CIENCIAS_AGRARIAS;Zootecnia;;;CIENCIAS_AGRARIAS;Zootecnia;Produção Animal;;CIENCIAS_AGRARIAS;Zootecnia;Bioclimatologia;
CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;Avaliação de Alimentos para Animais;CIENCIAS_AGRARIAS;Zootecnia;;
CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;;CIENCIAS_AGRARIAS;Zootecnia;Produção Animal;;;;;
CIENCIAS_AGRARIAS;Zootecnia;Produção Animal;;;;;;;;;
CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;;;;;;;;;
CIENCIAS_AGRARIAS;Zootecnia;;;CIENCIAS_AGRARIAS;Zootecnia;Produção Animal;;;;;
CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;;CIENCIAS_AGRARIAS;Zootecnia;Produção Animal;;;;;
CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;Avaliação de Alimentos para Animais;;;;
CIENCIAS_AGRARIAS;Zootecnia;Produção Animal;;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;Nutrição de Ruminantes;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;Avaliação de Alimentos para Animais
CIENCIAS_AGRARIAS;Zootecnia;Produção Animal;Criação de Animais;;;;;;;;
CIENCIAS_BIOLOGICAS;Zoologia;Comportamento Animal;;;;;;;;;
CIENCIAS_AGRARIAS;Zootecnia;;;;;;;;;;
;;;;;;;;;;;
CIENCIAS_AGRARIAS;Zootecnia;;;CIENCIAS_AGRARIAS;Zootecnia;Ecologia dos Animais Domésticos e Etologia;;;;;
ENGENHARIAS;Engenharia Civil;Engenharia Hidráulica;Hidrologia;CIENCIAS_AGRARIAS;Engenharia Agrícola;Engenharia de Água e Solo;Irrigação e Drenagem;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
CIENCIAS_HUMANAS;Geografia;;;;;;;;;;
CIENCIAS_AGRARIAS;Medicina Veterinária;Inspeção de Produtos de Origem Animal;;;;;;;;;
CIENCIAS_AGRARIAS;Medicina Veterinária;Inspeção de Produtos de Origem Animal;;;;;;;;;
CIENCIAS_AGRARIAS;Medicina Veterinária;;;CIENCIAS_AGRARIAS;Medicina Veterinária;Inspeção de Produtos de Origem Animal;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
CIENCIAS_HUMANAS;Educação;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
CIENCIAS_AGRARIAS;Recursos Florestais e Engenharia Florestal;;;;;;;;;;
CIENCIAS_AGRARIAS;Recursos Florestais e Engenharia Florestal;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
CIENCIAS_AGRARIAS;Medicina Veterinária;;;;;;;;;;
CIENCIAS_AGRARIAS;Medicina Veterinária;;;;;;;;;;
CIENCIAS_AGRARIAS;Ciência e Tecnologia de Alimentos;;;;;;;;;;
;;;;;;;;;;;
CIENCIAS_AGRARIAS;Ciência e Tecnologia de Alimentos;;;;;;;;;;
CIENCIAS_BIOLOGICAS;Biologia Geral;;;;;;;;;;
CIENCIAS_AGRARIAS;Medicina Veterinária;;;;;;;;;;
CIENCIAS_BIOLOGICAS;Morfologia;Anatomia;Anatomia Animal;;;;;;;;
CIENCIAS_BIOLOGICAS;Morfologia;;;CIENCIAS_BIOLOGICAS;Morfologia;Anatomia;Anatomia Animal;;;;
CIENCIAS_AGRARIAS;Agronomia;Ciência do Solo;Gênese, Morfologia e Classificação dos Solos;CIENCIAS_AGRARIAS;Agronomia;Ciência do Solo;Manejo e Conservação do Solo;;;;
;;;;;;;;;;;
CIENCIAS_BIOLOGICAS;Parasitologia;Controle de vetores;;;;;;;;;
CIENCIAS_BIOLOGICAS;Parasitologia;Controle de vetores;;;;;;;;;
;;;;;;;;;;;
CIENCIAS_BIOLOGICAS;Parasitologia;Helmintologia de Parasitos;Helmintologia Humana;CIENCIAS_BIOLOGICAS;Parasitologia;Protozoologia de Parasitos;Protozoologia Parasitária Humana;;;;
CIENCIAS_BIOLOGICAS;Parasitologia;Entomologia e Malacologia de Parasitos e Vetores;;;;;;;;;
;;;;;;;;;;;
CIENCIAS_EXATAS_E_DA_TERRA;Química;Química Orgânica;Síntese Orgânica;;;;;;;;
CIENCIAS_AGRARIAS;Medicina Veterinária;Patologia Animal;Toxicologia;CIENCIAS_AGRARIAS;Medicina Veterinária;Patologia Animal;Anatomia Patologia Animal;CIENCIAS_AGRARIAS;Medicina Veterinária;Clínica e Cirurgia Animal;Clínica Veterinária
CIENCIAS_AGRARIAS;Medicina Veterinária;Medicina Veterinária Preventiva;Doenças Parasitárias de Animais;CIENCIAS_AGRARIAS;Medicina Veterinária;Medicina Veterinária Preventiva;Saúde Animal (Programas Sanitários);CIENCIAS_AGRARIAS;Medicina Veterinária;Patologia Animal;Anatomia Patologia Animal
CIENCIAS_AGRARIAS;Medicina Veterinária;Patologia Animal;Patologia Clínica Animal;CIENCIAS_AGRARIAS;Medicina Veterinária;Medicina Veterinária Preventiva;Saúde Animal (Programas Sanitários);;;;
CIENCIAS_AGRARIAS;Medicina Veterinária;Medicina Veterinária Preventiva;Saúde Animal (Programas Sanitários);;;;;;;;
CIENCIAS_AGRARIAS;Medicina Veterinária;Medicina Veterinária Preventiva;Saúde Animal (Programas Sanitários);CIENCIAS_AGRARIAS;Medicina Veterinária;Patologia Animal;Patologia Clínica Animal;CIENCIAS_AGRARIAS;Medicina Veterinária;Medicina Veterinária Preventiva;Doenças Parasitárias de Animais
CIENCIAS_AGRARIAS;Medicina Veterinária;Medicina Veterinária Preventiva;Saúde Animal (Programas Sanitários);;;;;;;;
CIENCIAS_AGRARIAS;Medicina Veterinária;Medicina Veterinária Preventiva;Doenças Infecciosas de Animais;CIENCIAS_AGRARIAS;Medicina Veterinária;Medicina Veterinária Preventiva;Epidemiologia Animal;CIENCIAS_AGRARIAS;Medicina Veterinária;Medicina Veterinária Preventiva;Saúde Animal (Programas Sanitários)
CIENCIAS_AGRARIAS;Medicina Veterinária;Patologia Animal;Anatomia Patologia Animal;CIENCIAS_AGRARIAS;Medicina Veterinária;Medicina Veterinária Preventiva;Doenças Infecciosas de Animais;CIENCIAS_AGRARIAS;Medicina Veterinária;Clínica e Cirurgia Animal;Clínica Veterinária
CIENCIAS_AGRARIAS;Medicina Veterinária;Patologia Animal;Anatomia Patologia Animal;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;Exigências Nutricionais dos Animais;CIENCIAS_AGRARIAS;Zootecnia;Nutrição e Alimentação Animal;Avaliação de Alimentos para Animais
CIENCIAS_BIOLOGICAS;Imunologia;Imunologia Celular;;CIENCIAS_BIOLOGICAS;Imunologia;Imunologia Aplicada;;CIENCIAS_AGRARIAS;Medicina Veterinária;Medicina Veterinária Preventiva;Doenças Parasitárias de Animais
CIENCIAS_AGRARIAS;Medicina Veterinária;Medicina Veterinária Preventiva;Doenças Parasitárias de Animais;CIENCIAS_BIOLOGICAS;Parasitologia;;;;;;
CIENCIAS_BIOLOGICAS;Imunologia;Imunologia Celular;;CIENCIAS_BIOLOGICAS;Imunologia;Imunologia Aplicada;;CIENCIAS_AGRARIAS;Medicina Veterinária;Patologia Animal;Imunologia
CIENCIAS_BIOLOGICAS;Imunologia;Imunologia Celular;;CIENCIAS_BIOLOGICAS;Imunologia;Imunologia Aplicada;;CIENCIAS_BIOLOGICAS;Imunologia;Imunoquímica;
CIENCIAS_BIOLOGICAS;Imunologia;Imunologia Celular;;CIENCIAS_BIOLOGICAS;Imunologia;Imunologia Aplicada;;CIENCIAS_BIOLOGICAS;Imunologia;Imunoquímica;
CIENCIAS_BIOLOGICAS;Genética;Genética Molecular e de Microorganismos;;CIENCIAS_BIOLOGICAS;Imunologia;Imunogenética;;CIENCIAS_BIOLOGICAS;Bioquímica;Biologia Molecular;
CIENCIAS_DA_SAUDE;Saúde Coletiva;Medicina Preventiva;;CIENCIAS_DA_SAUDE;Saúde Coletiva;Epidemiologia;;CIENCIAS_DA_SAUDE;Saúde Coletiva;Saúde Pública;
CIENCIAS_AGRARIAS;Medicina Veterinária;Patologia Animal;Imunologia;;;;;;;;
CIENCIAS_AGRARIAS;Medicina Veterinária;Patologia Animal;;;;;;;;;
CIENCIAS_AGRARIAS;Medicina Veterinária;Patologia Animal;;;;;;;;;
CIENCIAS_AGRARIAS;Medicina Veterinária;Patologia Animal;Imunologia;CIENCIAS_BIOLOGICAS;Imunologia;Imunologia Celular;;CIENCIAS_BIOLOGICAS;Imunologia;Imunologia Aplicada;
CIENCIAS_AGRARIAS;Medicina Veterinária;Medicina Veterinária Preventiva;Doenças Parasitárias de Animais;CIENCIAS_BIOLOGICAS;Parasitologia;Entomologia e Malacologia de Parasitos e Vetores;;CIENCIAS_BIOLOGICAS;Bioquímica;Biologia Molecular;
CIENCIAS_BIOLOGICAS;Bioquímica;Biologia Molecular;;CIENCIAS_BIOLOGICAS;Imunologia;Imunologia Celular;;CIENCIAS_BIOLOGICAS;Imunologia;Imunogenética;
CIENCIAS_AGRARIAS;Medicina Veterinária;Patologia Animal;Anatomia Patologia Animal;CIENCIAS_AGRARIAS;Medicina Veterinária;Clínica e Cirurgia Animal;Clínica Veterinária;CIENCIAS_AGRARIAS;Medicina Veterinária;Patologia Animal;
CIENCIAS_DA_SAUDE;Enfermagem;;;CIENCIAS_DA_SAUDE;Saúde Coletiva;;;;;;
